kind,layer,category,name,lat,lon,coord_quality,address,ward,machiaza,dist_ueno_m,source,congestion_m,congestion_near
飲食店,食べる,飲食店営業（すし屋）,まぐろ人　新仲見世通り店,35.711681,139.797363,point,浅草一丁目１番１１号,台東区,浅草,2110,台東区 食品衛生営業施設一覧,73,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,寿司　えどまる浅草本店,35.711681,139.797363,point,浅草一丁目１番１１号,台東区,浅草,2110,台東区 食品衛生営業施設一覧,73,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,つきじ喜代村　すしざんまい　浅草雷門店,35.711124,139.795547,point,浅草一丁目３番６号,台東区,浅草,1964,台東区 食品衛生営業施設一覧,110,雷門
飲食店,食べる,飲食店営業（すし屋）,宝来鮨本店,35.711185,139.794998,point,浅草一丁目４番３号,台東区,浅草,1915,台東区 食品衛生営業施設一覧,160,雷門
飲食店,食べる,飲食店営業（すし屋）,金ずし,35.711281,139.795441,point,浅草一丁目４番１１号,台東区,浅草,1951,台東区 食品衛生営業施設一覧,125,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,三松,35.711586,139.793869,point,浅草一丁目６番５号,台東区,浅草,1805,台東区 食品衛生営業施設一覧,249,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,鮨　鶴岡,35.711586,139.793869,point,浅草一丁目６番５号,台東区,浅草,1805,台東区 食品衛生営業施設一覧,249,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,房寿,35.711689,139.793198,point,浅草一丁目８番５号,台東区,浅草,1743,台東区 食品衛生営業施設一覧,308,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,（有）浅草壽司清,35.711533,139.792984,point,浅草一丁目９番８号,台東区,浅草,1729,台東区 食品衛生営業施設一覧,329,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,寿司初　総本店,35.711849,139.79303,point,浅草一丁目１２番１０号,台東区,浅草,1724,台東区 食品衛生営業施設一覧,322,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,常寿司,35.71196,139.794113,point,浅草一丁目１５番７号,台東区,浅草,1816,台東区 食品衛生営業施設一覧,225,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,紀文寿司,35.711594,139.795395,point,浅草一丁目１７番１０号,台東区,浅草,1938,台東区 食品衛生営業施設一覧,114,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,金太楼鮨　浅草中央店,35.711441,139.795456,point,浅草一丁目１７番１２号,台東区,浅草,1948,台東区 食品衛生営業施設一覧,115,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,ＳＵＳＨＩ　ＧＡＲＹＵ　ＡＳＡＫＵＳＡ,35.711269,139.796082,point,浅草一丁目１８番３号,台東区,浅草,2007,台東区 食品衛生営業施設一覧,76,雷門
飲食店,食べる,飲食店営業（すし屋）,浅草すし若　雷門店,35.711525,139.795563,point,浅草一丁目１８番８号,台東区,浅草,1955,台東区 食品衛生営業施設一覧,102,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,元祖寿司　浅草本店,35.711746,139.796829,point,浅草一丁目１９番７号,台東区,浅草,2061,台東区 食品衛生営業施設一覧,27,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,浅草寿司場　ひなと丸　雷門店,35.711563,139.796112,point,浅草一丁目２０番３号,台東区,浅草,2002,台東区 食品衛生営業施設一覧,58,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,日向丸,35.711868,139.795853,point,浅草一丁目２０番１０号,台東区,浅草,1972,台東区 食品衛生営業施設一覧,68,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,日向丸　別邸,35.711868,139.795853,point,浅草一丁目２０番１０号,台東区,浅草,1972,台東区 食品衛生営業施設一覧,68,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,寿司　令和,35.711693,139.795074,point,浅草一丁目２１番３号,台東区,浅草,1908,台東区 食品衛生営業施設一覧,140,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,くら寿司　浅草ＲＯＸ店,35.71294,139.793137,point,浅草一丁目２５番１５号,台東区,浅草,1708,台東区 食品衛生営業施設一覧,333,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,すし栄,35.712173,139.797165,point,浅草一丁目３４番４号,台東区,浅草,2081,台東区 食品衛生営業施設一覧,59,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,有限会社　弁天山美家古,35.712975,139.79776,point,浅草二丁目１番１６号,台東区,浅草,2120,台東区 食品衛生営業施設一覧,159,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,スシロー浅草六区店,35.713928,139.793396,point,浅草二丁目６番７号,台東区,浅草,1716,台東区 食品衛生営業施設一覧,315,浅草寺
飲食店,食べる,飲食店営業（すし屋）,浅草すし　浅草横町,35.713928,139.793396,point,浅草二丁目６番７号,台東区,浅草,1716,台東区 食品衛生営業施設一覧,315,浅草寺
飲食店,食べる,飲食店営業（すし屋）,浅草すし賢,35.713982,139.792648,point,浅草二丁目１１番４号,台東区,浅草,1648,台東区 食品衛生営業施設一覧,379,浅草寺
飲食店,食べる,飲食店営業（すし屋）,浅草　重寿司,35.715759,139.792786,point,浅草二丁目１３番６号,台東区,浅草,1651,台東区 食品衛生営業施設一覧,376,浅草寺
飲食店,食べる,飲食店営業（すし屋）,佃　瀧三郎　すし　浅草店,35.715336,139.793472,point,浅草二丁目１４番１号,台東区,浅草,1713,台東区 食品衛生営業施設一覧,304,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　なか乃,35.716049,139.793777,point,浅草二丁目１７番９号,台東区,浅草,1741,台東区 食品衛生営業施設一覧,306,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　あしわら,35.716393,139.793121,point,浅草二丁目２０番１号,台東区,浅草,1683,台東区 食品衛生営業施設一覧,377,浅草寺
飲食店,食べる,飲食店営業（すし屋）,シャリとタネ　七凪瀛,35.713928,139.798019,point,浅草二丁目３５番１３号,台東区,浅草,2131,台東区 食品衛生営業施設一覧,145,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨雅,35.718254,139.793716,point,浅草三丁目４０番６号,台東区,浅草,1760,台東区 食品衛生営業施設一覧,479,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　久いち,35.717434,139.795166,point,浅草三丁目１８番８号,台東区,浅草,1877,台東区 食品衛生営業施設一覧,334,浅草寺
飲食店,食べる,飲食店営業（すし屋）,栄寿司,35.717281,139.796173,point,浅草三丁目２１番６号,台東区,浅草,1966,台東区 食品衛生営業施設一覧,289,浅草寺
飲食店,食べる,飲食店営業（すし屋）,すし処　清司,35.716778,139.796814,point,浅草三丁目２２番１２号,台東区,浅草,2019,台東区 食品衛生営業施設一覧,229,浅草寺
飲食店,食べる,飲食店営業（すし屋）,おすしあわせ　鮨　ほり川,35.716625,139.797302,point,浅草三丁目２４番３号,台東区,浅草,2062,台東区 食品衛生営業施設一覧,218,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮓　かね庄,35.71772,139.797028,point,浅草三丁目３３番９号,台東区,浅草,2047,台東区 食品衛生営業施設一覧,335,浅草寺
飲食店,食べる,飲食店営業（すし屋）,金太楼鮨　馬道店,35.717678,139.796158,point,浅草三丁目３５番１０号,台東区,浅草,1969,台東区 食品衛生営業施設一覧,333,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨処　幸,35.717545,139.796112,point,浅草三丁目３５番１１号,台東区,浅草,1963,台東区 食品衛生営業施設一覧,319,浅草寺
飲食店,食べる,飲食店営業（すし屋）,奥,35.718189,139.793152,point,浅草三丁目４２番１１号,台東区,浅草,1708,台東区 食品衛生営業施設一覧,504,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　一新,35.718227,139.796432,point,浅草四丁目１１番３号,台東区,浅草,2001,台東区 食品衛生営業施設一覧,391,浅草寺
飲食店,食べる,飲食店営業（すし屋）,秀寿?,35.720161,139.797531,point,浅草五丁目２６番１１号,台東区,浅草,2140,台東区 食品衛生営業施設一覧,609,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　小料理　あじま,35.697113,139.784134,point,浅草橋一丁目１１番３号,台東区,浅草橋,2232,台東区 食品衛生営業施設一覧,1523,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,小池寿司,35.697472,139.784332,point,浅草橋一丁目１６番６号,台東区,浅草橋,2203,台東区 食品衛生営業施設一覧,1501,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,まぐろ人浅草橋出張所,35.6973,139.78595,point,浅草橋一丁目１７番１５号,台東区,浅草橋,2282,台東区 食品衛生営業施設一覧,1607,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,げんき鮨,35.697479,139.785263,point,浅草橋一丁目２０番１号,台東区,浅草橋,2237,台東区 食品衛生営業施設一覧,1552,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,浅草橋うらおにかい,35.697479,139.785263,point,浅草橋一丁目２０番１号,台東区,浅草橋,2237,台東区 食品衛生営業施設一覧,1552,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,金太楼鮨　浅草橋店,35.697819,139.785385,point,浅草橋一丁目２０番６号,台東区,浅草橋,2208,台東区 食品衛生営業施設一覧,1530,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,有限会社　寿し政,35.699631,139.784027,point,浅草橋二丁目１８番２号,台東区,浅草橋,1973,台東区 食品衛生営業施設一覧,1298,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,浅草橋　すし栄,35.701248,139.785172,point,浅草橋三丁目１２番５号,台東区,浅草橋,1864,台東区 食品衛生営業施設一覧,1249,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,蓑寿司,35.698841,139.780426,point,浅草橋四丁目１６番４号,台東区,浅草橋,1939,台東区 食品衛生営業施設一覧,1184,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,江戸前　英多郎寿司,35.712986,139.768234,point,池之端二丁目１番４５号,台東区,池之端,636,台東区 食品衛生営業施設一覧,537,上野公園
飲食店,食べる,飲食店営業（すし屋）,鮨勝,35.721745,139.805664,point,今戸二丁目２４番８号,台東区,今戸,2895,台東区 食品衛生営業施設一覧,1122,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　友幸,35.719044,139.786789,point,入谷一丁目２番３号,台東区,入谷,1174,台東区 食品衛生営業施設一覧,1020,浅草寺
飲食店,食べる,飲食店営業（すし屋）,きと,35.720715,139.786224,point,入谷一丁目２１番５号,台東区,入谷,1202,台東区 食品衛生営業施設一覧,1161,浅草寺
飲食店,食べる,飲食店営業（すし屋）,有限会社　藤よし　一徳鮨,35.708401,139.772141,point,上野二丁目２番３号,台東区,上野,828,台東区 食品衛生営業施設一覧,204,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,英鮨　上野店,35.708572,139.772049,point,上野二丁目３番９号,台東区,上野,812,台東区 食品衛生営業施設一覧,214,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,上野寿司　いなせ,35.708572,139.772049,point,上野二丁目３番９号,台東区,上野,812,台東区 食品衛生営業施設一覧,214,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,すし　ゆう紀,35.708607,139.772446,point,上野二丁目６番４号,台東区,上野,799,台東区 食品衛生営業施設一覧,180,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,すしざんまい上野店,35.709156,139.773132,point,上野二丁目７番１２号,台東区,上野,727,台東区 食品衛生営業施設一覧,149,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,すし　　鷹の羽,35.709061,139.772079,point,上野二丁目９番３号,台東区,上野,759,台東区 食品衛生営業施設一覧,226,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,すし旬彩　鷹の羽,35.709076,139.772339,point,上野二丁目９番８号,台東区,上野,751,台東区 食品衛生営業施設一覧,205,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,海鮮料理　第二英鮨,35.70892,139.77153,point,上野二丁目１０番４号,台東区,上野,790,台東区 食品衛生営業施設一覧,268,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,鬼太郎寿し　上野店,35.709187,139.771912,point,上野二丁目１０番８号,台東区,上野,750,台東区 食品衛生営業施設一覧,245,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,金太楼鮨　不忍店,35.708912,139.770218,point,上野二丁目１１番８号,台東区,上野,838,台東区 食品衛生営業施設一覧,384,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,寿司茶屋桃太郎上野店,35.709351,139.772232,point,上野二丁目１２番７号,台東区,上野,724,台東区 食品衛生営業施設一覧,228,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,すし処　大矢,35.703445,139.773346,point,上野三丁目３番１号,台東区,上野,1356,台東区 食品衛生営業施設一覧,548,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,鮨吉,35.705803,139.772736,point,上野三丁目１７番１２号,台東区,上野,1101,台東区 食品衛生営業施設一覧,316,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,金沢まいもん寿司　上野,35.70697,139.772964,point,上野三丁目２４番６号,台東区,上野,970,台東区 食品衛生営業施設一覧,197,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,寿司源,35.707439,139.773712,point,上野三丁目２８番５号,台東区,上野,910,台東区 食品衛生営業施設一覧,114,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,活魚　大江戸　御徒町松坂屋前店,35.70779,139.774048,point,上野三丁目２８番９号,台東区,上野,869,台東区 食品衛生営業施設一覧,65,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,英鮨　御徒町店,35.708164,139.774185,point,上野四丁目２番１１号,台東区,上野,827,台東区 食品衛生営業施設一覧,25,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,寿司幸,35.708164,139.774185,point,上野四丁目２番１１号,台東区,上野,827,台東区 食品衛生営業施設一覧,25,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,まぐろ人上野広小路出張所,35.708065,139.773499,point,上野四丁目４番１号,台東区,上野,843,台東区 食品衛生営業施設一覧,85,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,まぐろ人　御徒町出張所,35.708553,139.775238,point,上野六丁目３番７号,台東区,上野,786,台東区 食品衛生営業施設一覧,81,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,よし寿司　上野店,35.709709,139.775894,point,上野六丁目７番８号,台東区,上野,667,台東区 食品衛生営業施設一覧,207,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,立喰すし　アメ横二郎,35.709049,139.774796,point,上野六丁目１０番３号,台東区,上野,729,台東区 食品衛生営業施設一覧,91,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,まぐろ市場　上野アメ横店,35.710407,139.774689,point,上野六丁目１１番１号,台東区,上野,578,台東区 食品衛生営業施設一覧,236,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,回転寿司　江戸ッ子　上野駅前店,35.711239,139.775085,point,上野六丁目１２番１２号,台東区,上野,488,台東区 食品衛生営業施設一覧,333,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,大江戸上野２号店,35.710983,139.774994,point,上野六丁目１２番１４号,台東区,上野,515,台東区 食品衛生営業施設一覧,303,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,三浦三崎港,35.710983,139.774994,point,上野六丁目１２番１４号,台東区,上野,515,台東区 食品衛生営業施設一覧,303,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,ＧＥＮＫＩ　ＳＵＳＨＩ×魚べい　上野店,35.710541,139.775528,point,上野六丁目１３番１４号,台東区,上野,570,台東区 食品衛生営業施設一覧,269,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,鮨　尽誠,35.71138,139.775543,point,上野六丁目１４番７号,台東区,上野,479,台東区 食品衛生営業施設一覧,358,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,海鮮処寿し常　アトレ上野店,35.713696,139.776917,point,上野七丁目１番１号,台東区,上野,304,台東区 食品衛生営業施設一覧,369,上野公園
飲食店,食べる,飲食店営業（すし屋）,雛鮨　上野の森さくらテラス店,35.712082,139.774704,point,上野公園１番５４号,台東区,上野公園,392,台東区 食品衛生営業施設一覧,385,上野公園
飲食店,食べる,飲食店営業（すし屋）,喜くばり　３１５３店,35.711739,139.77449,point,上野公園１番５７号,台東区,上野公園,429,台東区 食品衛生営業施設一覧,382,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,立食い寿司みさき　上野３１５３店,35.711739,139.77449,point,上野公園１番５７号,台東区,上野公園,429,台東区 食品衛生営業施設一覧,382,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,日本橋　すし処　二ノ宮,35.711739,139.77449,point,上野公園１番５７号,台東区,上野公園,429,台東区 食品衛生営業施設一覧,382,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,浅草　志乃゛寿司,35.709549,139.794296,point,雷門一丁目１番１０号,台東区,雷門,1910,台東区 食品衛生営業施設一覧,258,雷門
飲食店,食べる,飲食店営業（すし屋）,すし屋の野八,35.710159,139.79361,point,雷門一丁目３番７号,台東区,雷門,1828,台東区 食品衛生営業施設一覧,288,雷門
飲食店,食べる,飲食店営業（すし屋）,日本海,35.709927,139.791672,point,雷門一丁目６番５号,台東区,雷門,1674,台東区 食品衛生営業施設一覧,464,雷門
飲食店,食べる,飲食店営業（すし屋）,すしの和　浅草田原町本店,35.710339,139.791809,point,雷門一丁目７番５号,台東区,雷門,1669,台東区 食品衛生営業施設一覧,445,雷門
飲食店,食べる,飲食店営業（すし屋）,成戸鮨,35.711243,139.792618,point,雷門一丁目１６番９号,台東区,雷門,1706,台東区 食品衛生営業施設一覧,367,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,鳥越寿司,35.710915,139.792572,point,雷門一丁目１６番１２号,台東区,雷門,1713,台東区 食品衛生営業施設一覧,373,雷門
飲食店,食べる,飲食店営業（すし屋）,浅草　高勢,35.709656,139.794846,point,雷門二丁目８番１０号,台東区,雷門,1952,台東区 食品衛生営業施設一覧,210,雷門
飲食店,食べる,飲食店営業（すし屋）,築地すし鮮　浅草雷門店,35.710949,139.794937,point,雷門二丁目１６番９号,台東区,雷門,1916,台東区 食品衛生営業施設一覧,160,雷門
飲食店,食べる,飲食店営業（すし屋）,まぐろ人　雷門出張所,35.710697,139.79689,point,雷門二丁目１８番１２号,台東区,雷門,2094,台東区 食品衛生営業施設一覧,21,雷門
飲食店,食べる,飲食店営業（すし屋）,Ｔｏｋｙｏ　Ｓｕｓｈｉ　Ｂｏｗｌ,35.710255,139.796799,point,雷門二丁目１８番１６号,台東区,雷門,2099,台東区 食品衛生営業施設一覧,61,雷門
飲食店,食べる,飲食店営業（すし屋）,いちがいこき光,35.726311,139.802567,point,清川二丁目３番２号,台東区,清川,2800,台東区 食品衛生営業施設一覧,1392,浅草寺
飲食店,食べる,飲食店営業（すし屋）,稲荷寿司　まつむら,35.726284,139.801758,point,清川二丁目４番１号,台東区,清川,2733,台東区 食品衛生営業施設一覧,1363,浅草寺
飲食店,食べる,飲食店営業（すし屋）,菊正,35.702099,139.790268,point,蔵前二丁目１番２３号,台東区,蔵前,2069,台東区 食品衛生営業施設一覧,1128,雷門
飲食店,食べる,飲食店営業（すし屋）,寿し　小むらさき,35.706394,139.790054,point,寿一丁目２番１０号,台東区,寿,1738,台東区 食品衛生営業施設一覧,775,雷門
飲食店,食べる,飲食店営業（すし屋）,浅草　ＡＳＡ虎　廻,35.709629,139.790878,point,寿二丁目１０番１１号,台東区,寿,1621,台東区 食品衛生営業施設一覧,542,雷門
飲食店,食べる,飲食店営業（すし屋）,鮨　せんだん,35.705631,139.792435,point,寿三丁目１番２号,台東区,寿,1962,台東区 食品衛生営業施設一覧,692,雷門
飲食店,食べる,飲食店営業（すし屋）,（有）鮨松波,35.708393,139.794205,point,駒形一丁目９番５号,台東区,駒形,1951,台東区 食品衛生営業施設一覧,350,雷門
飲食店,食べる,飲食店営業（すし屋）,駒形寿司,35.705093,139.794357,point,駒形二丁目１番３号,台東区,駒形,2140,台東区 食品衛生営業施設一覧,669,雷門
飲食店,食べる,飲食店営業（すし屋）,旭寿司,35.720577,139.790359,point,千束二丁目１５番４号,台東区,千束,1535,台東区 食品衛生営業施設一覧,870,浅草寺
飲食店,食べる,飲食店営業（すし屋）,金すし,35.724174,139.795868,point,千束四丁目３３番２号,台東区,千束,2152,台東区 食品衛生営業施設一覧,1054,浅草寺
飲食店,食べる,飲食店営業（すし屋）,ますみ寿司,35.72533,139.796463,point,千束四丁目３８番１２号,台東区,千束,2259,台東区 食品衛生営業施設一覧,1180,浅草寺
飲食店,食べる,飲食店営業（すし屋）,初音鮨本店,35.70282,139.779984,point,台東二丁目１５番２号,台東区,台東,1505,台東区 食品衛生営業施設一覧,791,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,松山寿司,35.704666,139.778336,point,台東三丁目２０番２号,台東区,台東,1264,台東区 食品衛生営業施設一覧,538,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,魚がし日本一　　御徒町店,35.706154,139.776627,point,台東四丁目８番７号,台東区,台東,1068,台東区 食品衛生営業施設一覧,312,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,よつえだ,35.707157,139.779175,point,台東四丁目２９番１５号,台東区,台東,1029,台東区 食品衛生営業施設一覧,449,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,くら寿司　御徒町店,35.707176,139.776596,point,台東四丁目３３番１号,台東区,台東,956,台東区 食品衛生営業施設一覧,234,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,有限会社　都寿司,35.702744,139.78125,point,鳥越一丁目９番２号,台東区,鳥越,1554,台東区 食品衛生営業施設一覧,874,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,吾妻寿司,35.702473,139.783112,point,鳥越一丁目１３番１号,台東区,鳥越,1654,台東区 食品衛生営業施設一覧,1019,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,鎌寿司,35.712231,139.791077,point,西浅草二丁目１１番１号,台東区,西浅草,1543,台東区 食品衛生営業施設一覧,500,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,築地すし一番　西浅草店,35.712498,139.791977,point,西浅草二丁目１３番９号,台東区,西浅草,1615,台東区 食品衛生営業施設一覧,423,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,魚裕,35.712963,139.791306,point,西浅草二丁目１５番１３号,台東区,西浅草,1545,台東区 食品衛生営業施設一覧,492,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,浅草貴乃,35.713657,139.790344,point,西浅草二丁目２４番１号,台東区,西浅草,1447,台東区 食品衛生営業施設一覧,590,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　ほまれ,35.713528,139.792099,point,西浅草二丁目２７番１号,台東区,西浅草,1606,台東区 食品衛生営業施設一覧,440,浅草寺
飲食店,食べる,飲食店営業（すし屋）,緑寿司,35.713852,139.791809,point,西浅草二丁目２７番８号,台東区,西浅草,1575,台東区 食品衛生営業施設一覧,456,浅草寺
飲食店,食べる,飲食店営業（すし屋）,寿神　ふた川,35.714073,139.791245,point,西浅草三丁目３番４号,台東区,西浅草,1521,台東区 食品衛生営業施設一覧,502,浅草寺
飲食店,食べる,飲食店営業（すし屋）,喜久鮨,35.714439,139.789291,point,西浅草三丁目７番２号,台東区,西浅草,1342,台東区 食品衛生営業施設一覧,674,浅草寺
飲食店,食べる,飲食店営業（すし屋）,すし游,35.715023,139.79213,point,西浅草三丁目１６番８号,台東区,西浅草,1593,台東区 食品衛生営業施設一覧,418,浅草寺
飲食店,食べる,飲食店営業（すし屋）,水喜,35.714767,139.792343,point,西浅草三丁目１６番１１号,台東区,西浅草,1614,台東区 食品衛生営業施設一覧,398,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　４６８,35.715958,139.789703,point,西浅草三丁目２３番１４号,台東区,西浅草,1373,台東区 食品衛生営業施設一覧,651,浅草寺
飲食店,食べる,飲食店営業（すし屋）,一八寿司,35.725346,139.799072,point,日本堤一丁目４番１号,台東区,日本堤,2469,台東区 食品衛生営業施設一覧,1200,浅草寺
飲食店,食べる,飲食店営業（すし屋）,鮨　くり田,35.720394,139.781036,point,根岸一丁目１番２６号,台東区,根岸,795,台東区 食品衛生営業施設一覧,887,上野公園
飲食店,食べる,飲食店営業（すし屋）,鮨　若竹,35.721954,139.780289,point,根岸三丁目５番３号,台東区,根岸,879,台東区 食品衛生営業施設一覧,960,上野公園
飲食店,食べる,飲食店営業（すし屋）,鮨創作料理奄美,35.723862,139.784378,point,根岸四丁目１番２９号,台東区,根岸,1280,台東区 食品衛生営業施設一覧,1368,上野公園
飲食店,食べる,飲食店営業（すし屋）,鮨　明高勢,35.7243,139.783401,point,根岸四丁目２番２号,台東区,根岸,1258,台東区 食品衛生営業施設一覧,1341,上野公園
飲食店,食べる,飲食店営業（すし屋）,元祖寿司　浅草駅前店,35.711086,139.798141,point,花川戸一丁目２番３号,台東区,花川戸,2193,台東区 食品衛生営業施設一覧,134,雷門
飲食店,食べる,飲食店営業（すし屋）,築地玉寿司　浅草エキミセ店,35.71122,139.797836,point,花川戸一丁目４番１号,台東区,花川戸,2162,台東区 食品衛生営業施設一覧,113,雷門
飲食店,食べる,飲食店営業（すし屋）,株式会社松屋　浅草店　Ｂ１　催事Ｂ,35.71122,139.797836,point,花川戸一丁目４番１号,台東区,花川戸,2162,台東区 食品衛生営業施設一覧,113,雷門
飲食店,食べる,飲食店営業（すし屋）,寿司　いさりび,35.712547,139.798218,point,花川戸一丁目６番６号,台東区,花川戸,2168,台東区 食品衛生営業施設一覧,163,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,陣　－　浅草　ＪＩＮ　－　ＡＳＡＫＵＳＡ,35.712772,139.799332,point,花川戸一丁目１０番１４号,台東区,花川戸,2264,台東区 食品衛生営業施設一覧,265,仲見世通り
飲食店,食べる,飲食店営業（すし屋）,㈱金太楼鮨本店,35.722828,139.801132,point,東浅草一丁目２１番７号,台東区,東浅草,2535,台東区 食品衛生営業施設一覧,985,浅草寺
飲食店,食べる,飲食店営業（すし屋）,金太楼鮨本店,35.722748,139.801437,point,東浅草一丁目２１番９号,台東区,東浅草,2558,台東区 食品衛生営業施設一覧,988,浅草寺
飲食店,食べる,飲食店営業（すし屋）,株式会社　金太楼鮨本店,35.723305,139.800995,point,東浅草二丁目１番５号,台東区,東浅草,2541,台東区 食品衛生営業施設一覧,1029,浅草寺
飲食店,食べる,飲食店営業（すし屋）,翁鮨有限会社,35.708012,139.778076,point,東上野一丁目１２番１３号,台東区,東上野,903,台東区 食品衛生営業施設一覧,333,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,すし処　漁美,35.70956,139.781815,point,東上野二丁目２番９号,台東区,東上野,942,台東区 食品衛生営業施設一覧,684,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,鮨　百万石,35.709274,139.778381,point,東上野二丁目１１番５号,台東区,東上野,786,台東区 食品衛生営業施設一覧,375,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,美好鮨,35.709801,139.778549,point,東上野二丁目２２番５号,台東区,東上野,741,台東区 食品衛生営業施設一覧,410,アメヤ横丁
飲食店,食べる,飲食店営業（すし屋）,食堂ボンド　ｓｕｓｈｉ　ｓｈｏｋｕｄｏ,35.713993,139.782669,point,東上野五丁目１７番８号,台東区,東上野,759,台東区 食品衛生営業施設一覧,851,上野公園
飲食店,食べる,飲食店営業（すし屋）,太助寿し,35.714546,139.788254,point,松が谷二丁目２６番６号,台東区,松が谷,1247,台東区 食品衛生営業施設一覧,767,浅草寺
