item_id,kind,name,category,lat,lon,coord_quality,address,ward,machiaza,google_place_id,google_rating,google_reviews,google_lat,google_lon,picked_by,picked_at,note
"文化財:千手院:35.722972,139.781556",文化財,千手院,文化財のある寺社,35.722972,139.781556,point,東京都台東区根岸3丁目,台東区,根岸,,,,,,栗原,2026-08-17T11:14:11.703Z,
"文化財:稲垣利兵衛家文書:35.717536,139.789599",文化財,稲垣利兵衛家文書,美術工芸品,35.717536,139.789599,chome,東京都台東区西浅草3丁目25番16号,台東区,西浅草,,,,,,栗原,2026-08-17T11:14:14.410Z,
"文化財:びんざさら舞獅子役附畑地譲証文:35.717536,139.789599",文化財,びんざさら舞獅子役附畑地譲証文,美術工芸品,35.717536,139.789599,chome,東京都台東区西浅草3丁目25番16号,台東区,西浅草,,,,,,栗原,2026-08-17T11:14:19.900Z,
"文化財:日蓮書状:35.728056,139.76949",文化財,日蓮書状,文化財,35.728056,139.76949,chome,東京都荒川区西日暮里3-1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:20.640Z,
"文化財:善性寺文書:35.727222,139.773889",文化財,善性寺文書,文化財,35.727222,139.773889,point,東京都荒川区東日暮里5-41-14,荒川区,東日暮里,,,,,,栗原,2026-08-17T11:14:21.639Z,
"文化財:道灌丘碑:35.728056,139.76949",文化財,道灌丘碑,文化財,35.728056,139.76949,chome,東京都荒川区西日暮里3-1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:23.484Z,
"文化財:物見塚記版木:35.728056,139.76949",文化財,物見塚記版木,文化財,35.728056,139.76949,chome,東京都荒川区西日暮里3-1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:24.320Z,
"文化財:木造大黒天像:35.728053,139.768748",文化財,木造大黒天像,文化財,35.728053,139.768748,chome,東京都荒川区西日暮里3-2-6,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:27.506Z,
"文化財:永井尚志の墓:35.728056,139.76949",文化財,永井尚志の墓,文化財,35.728056,139.76949,chome,東京都荒川区西日暮里3-1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:28.152Z,
"文化財:市河寛斎の墓:35.728056,139.76949",文化財,市河寛斎の墓,文化財,35.728056,139.76949,chome,東京都荒川区西日暮里3-1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:28.855Z,
"文化財:市河米庵の墓:35.728056,139.76949",文化財,市河米庵の墓,文化財,35.728056,139.76949,chome,東京都荒川区西日暮里3-1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:14:30.904Z,
"文化財:大名時計博物館:35.72128,139.7662",文化財,大名時計博物館,博物館,35.72128,139.7662,point,谷中2丁目1番27号,台東区,谷中,,,,,,栗原,2026-08-17T11:14:32.349Z,
"文化財:下町風俗資料館付設展示場（旧吉田屋酒店）:35.721323,139.770875",文化財,下町風俗資料館付設展示場（旧吉田屋酒店）,文化,35.721323,139.770875,point,上野桜木2-10-6,台東区,上野桜木,,,,,,栗原,2026-08-17T11:14:33.278Z,
"文化財:書道博物館:35.724643,139.776294",文化財,書道博物館,文化,35.724643,139.776294,point,根岸2丁目10番4号,台東区,根岸,,,,,,栗原,2026-08-17T11:14:33.992Z,
"文化財:朝倉彫塑館:35.726847,139.76855",文化財,朝倉彫塑館,文化,35.726847,139.76855,point,谷中7丁目18番10号,台東区,谷中,,,,,,栗原,2026-08-17T11:14:36.189Z,
"文化財:ねぎし三平堂:35.724933,139.776224",文化財,ねぎし三平堂,観光,35.724933,139.776224,point,根岸2丁目10番12号,台東区,根岸,,,,,,栗原,2026-08-17T11:14:37.591Z,
"文化財:山岡鉄舟墓:35.724133,139.766875",文化財,山岡鉄舟墓,名所・史跡,35.724133,139.766875,point,谷中5-4-7（全生庵内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:39.456Z,
"文化財:三遊亭円朝墓:35.724133,139.766875",文化財,三遊亭円朝墓,名所・史跡,35.724133,139.766875,point,谷中5-4-7（全生庵内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:41.270Z,
"文化財:大久保主水墓:35.723143,139.767865",文化財,大久保主水墓,名所・史跡,35.723143,139.767865,point,谷中4-2-5（瑞輪寺内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:42.158Z,
"文化財:鈴木春信碑:35.724643,139.765705",文化財,鈴木春信碑,名所・史跡,35.724643,139.765705,point,谷中3-1-2（大円寺内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:43.356Z,
"文化財:蒲生君平墓:35.720063,139.766415",文化財,蒲生君平墓,名所・史跡,35.720063,139.766415,point,谷中1-4-13（臨江寺内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:46.172Z,
"文化財:太宰春台墓:35.718724,139.767095",文化財,太宰春台墓,名所・史跡,35.718724,139.767095,point,谷中1-2-14（天眼寺内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:46.938Z,
"文化財:子規庵:35.724483,139.776384",文化財,子規庵,名所・史跡,35.724483,139.776384,point,根岸2-5-11,台東区,根岸,,,,,,栗原,2026-08-17T11:14:49.139Z,
"文化財:葛飾北斎墓:35.709725,139.785514",文化財,葛飾北斎墓,名所・史跡,35.709725,139.785514,point,元浅草4-6-9（誓教寺内）,台東区,元浅草,,,,,,栗原,2026-08-17T11:14:49.705Z,
"文化財:中村不折旧宅（書道博物館）:35.724643,139.776294",文化財,中村不折旧宅（書道博物館）,名所・史跡,35.724643,139.776294,point,根岸2-10-4,台東区,根岸,,,,,,栗原,2026-08-17T11:14:51.278Z,
"文化財:浄名院八万四千体地蔵:35.722383,139.773405",文化財,浄名院八万四千体地蔵,名所・史跡,35.722383,139.773405,point,上野桜木2-6-4（浄名院内）,台東区,上野桜木,,,,,,栗原,2026-08-17T11:14:52.062Z,
"文化財:入谷鬼子母神:35.719754,139.782834",文化財,入谷鬼子母神,名所・史跡,35.719754,139.782834,point,下谷1-12-16（真源寺内）,台東区,下谷,,,,,,栗原,2026-08-17T11:14:53.842Z,
"文化財:小野照崎神社:35.721917,139.783611",文化財,小野照崎神社,名所・史跡,35.721917,139.783611,point,下谷2-13-14,台東区,下谷,,,,,,栗原,2026-08-17T11:14:54.590Z,
"文化財:玉川兄弟の墓:35.712785,139.786694",文化財,玉川兄弟の墓,名所・史跡,35.712785,139.786694,point,松が谷2-3-3（聖徳寺内）,台東区,松が谷,,,,,,栗原,2026-08-17T11:14:55.821Z,
"文化財:徳川慶喜墓:35.723403,139.771925",文化財,徳川慶喜墓,名所・史跡,35.723403,139.771925,point,谷中7（谷中墓地内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:56.805Z,
"文化財:谷中天王寺五重塔跡:35.726583,139.771361",文化財,谷中天王寺五重塔跡,名所・史跡,35.726583,139.771361,point,谷中7（谷中墓地内）,台東区,谷中,,,,,,栗原,2026-08-17T11:14:59.172Z,
"文化財:北村季吟墓:35.714134,139.766025",文化財,北村季吟墓,名所・史跡,35.714134,139.766025,point,池之端2-4-22（正慶寺内）,台東区,池之端,,,,,,栗原,2026-08-17T11:14:59.905Z,
"文化財:曹源寺(かっぱ寺):35.715334,139.786504",文化財,曹源寺(かっぱ寺),名所・史跡,35.715334,139.786504,point,松が谷3-7-2,台東区,松が谷,,,,,,栗原,2026-08-17T11:15:00.693Z,
"文化財:善性寺:35.727172,139.773985",文化財,善性寺,観光施設,35.727172,139.773985,point,東京都荒川区東日暮里5丁目41-14,荒川区,東日暮里,,,,,,栗原,2026-08-17T11:15:01.541Z,
"文化財:本行寺:35.728421,139.769336",文化財,本行寺,観光施設,35.728421,139.769336,point,東京都荒川区西日暮里3丁目1-3,荒川区,西日暮里,,,,,,栗原,2026-08-17T11:15:02.756Z,
"文化財:仙蔵寺:35.709613,139.78851",文化財,仙蔵寺,文化財のある寺社,35.709613,139.78851,chome,東京都台東区寿2丁目,台東区,寿,,,,,,栗原,2026-08-17T11:15:24.773Z,
"飲食店:江戸前　英多郎寿司:35.712986,139.768234",飲食店,江戸前　英多郎寿司,飲食店営業（すし屋）,35.712986,139.768234,point,池之端二丁目１番４５号,台東区,池之端,,,,,,前田陽輝,2026-08-17T11:12:27.345Z,
"飲食店:きと:35.720715,139.786224",飲食店,きと,飲食店営業（すし屋）,35.720715,139.786224,point,入谷一丁目２１番５号,台東区,入谷,,,,,,前田陽輝,2026-08-17T11:13:07.409Z,
"飲食店:すし処　大矢:35.703445,139.773346",飲食店,すし処　大矢,飲食店営業（すし屋）,35.703445,139.773346,point,上野三丁目３番１号,台東区,上野,,,,,,前田陽輝,2026-08-17T11:13:25.785Z,
"飲食店:松山寿司:35.704666,139.778336",飲食店,松山寿司,飲食店営業（すし屋）,35.704666,139.778336,point,台東三丁目２０番２号,台東区,台東,,,,,,前田陽輝,2026-08-17T11:13:38.441Z,
"飲食店:食堂ボンド　ｓｕｓｈｉ　ｓｈｏｋｕｄｏ:35.713993,139.782669",飲食店,食堂ボンド　ｓｕｓｈｉ　ｓｈｏｋｕｄｏ,飲食店営業（すし屋）,35.713993,139.782669,point,東上野五丁目１７番８号,台東区,東上野,,,,,,前田陽輝,2026-08-17T11:14:03.842Z,
"飲食店:鮨　４６８:35.715958,139.789703",飲食店,鮨　４６８,飲食店営業（すし屋）,35.715958,139.789703,point,西浅草三丁目２３番１４号,台東区,西浅草,,,,,,前田陽輝,2026-08-17T11:14:11.750Z,
"飲食店:三喜鮨:35.7253,139.764221",飲食店,三喜鮨,飲食店営業（すし屋）,35.7253,139.764221,point,谷中三丁目２番１０号,台東区,谷中,,,,,,前田陽輝,2026-08-17T11:14:23.139Z,
"飲食店:甲州屋:35.704899,139.784149",飲食店,甲州屋,飲食店営業（そば）,35.704899,139.784149,point,小島二丁目２番１号,台東区,小島,,,,,,前田陽輝,2026-08-17T11:14:31.521Z,
"飲食店:一休庵:35.718609,139.788162",飲食店,一休庵,飲食店営業（そば）,35.718609,139.788162,point,入谷二丁目３番３号,台東区,入谷,,,,,,前田陽輝,2026-08-17T11:14:35.610Z,
"飲食店:鮨　明高勢:35.7243,139.783401",飲食店,鮨　明高勢,飲食店営業（すし屋）,35.7243,139.783401,point,根岸四丁目２番２号,台東区,根岸,,,,,,前田陽輝,2026-08-17T11:14:45.326Z,
"飲食店:鮨創作料理奄美:35.723862,139.784378",飲食店,鮨創作料理奄美,飲食店営業（すし屋）,35.723862,139.784378,point,根岸四丁目１番２９号,台東区,根岸,,,,,,前田陽輝,2026-08-17T11:14:49.594Z,
"飲食店:すし処　漁美:35.70956,139.781815",飲食店,すし処　漁美,飲食店営業（すし屋）,35.70956,139.781815,point,東上野二丁目２番９号,台東区,東上野,,,,,,前田陽輝,2026-08-17T11:14:53.815Z,
"飲食店:手打ちうどん　　家康:35.721245,139.786865",飲食店,手打ちうどん　　家康,飲食店営業（そば）,35.721245,139.786865,point,入谷一丁目２３番２号,台東区,入谷,,,,,,前田陽輝,2026-08-17T11:14:56.451Z,
"飲食店:角萬:35.721565,139.78627",飲食店,角萬,飲食店営業（そば）,35.721565,139.78627,point,入谷一丁目２４番６号,台東区,入谷,,,,,,前田陽輝,2026-08-17T11:14:57.428Z,
"飲食店:蕎麦義:35.715637,139.784424",飲食店,蕎麦義,飲食店営業（そば）,35.715637,139.784424,point,北上野二丁目２番４号,台東区,北上野,,,,,,前田陽輝,2026-08-17T11:15:03.148Z,
"飲食店:ＳＯＢＡ－ＨＯＵＳＥ　大自然:35.715733,139.785324",飲食店,ＳＯＢＡ－ＨＯＵＳＥ　大自然,飲食店営業（そば）,35.715733,139.785324,point,北上野二丁目１番１４号,台東区,北上野,,,,,,前田陽輝,2026-08-17T11:15:04.020Z,
"飲食店:手打そば　川しま:35.720596,139.783585",飲食店,手打そば　川しま,飲食店営業（そば）,35.720596,139.783585,point,下谷二丁目６番１号,台東区,下谷,,,,,,前田陽輝,2026-08-17T11:15:08.750Z,
"飲食店:浅草　ひら山:35.710762,139.789841",飲食店,浅草　ひら山,飲食店営業（そば）,35.710762,139.789841,point,西浅草一丁目３番１４号,台東区,西浅草,,,,,,前田陽輝,2026-08-17T11:15:11.112Z,
"飲食店:ほしのま:35.724861,139.784454",飲食店,ほしのま,飲食店営業（そば）,35.724861,139.784454,point,根岸四丁目１番１８号,台東区,根岸,,,,,,前田陽輝,2026-08-17T11:15:13.254Z,
"飲食店:そば処　松月庵:35.714855,139.786743",飲食店,そば処　松月庵,飲食店営業（そば）,35.714855,139.786743,point,松が谷二丁目２８番９号,台東区,松が谷,,,,,,前田陽輝,2026-08-17T11:15:18.171Z,
"飲食店:竜泉　むさしや:35.722736,139.788345",飲食店,竜泉　むさしや,飲食店営業（そば）,35.722736,139.788345,point,竜泉一丁目６番１号,台東区,竜泉,,,,,,前田陽輝,2026-08-17T11:15:22.768Z,
"飲食店:大島屋:35.72467,139.764252",飲食店,大島屋,飲食店営業（そば）,35.72467,139.764252,point,谷中三丁目２番５号,台東区,谷中,,,,,,前田陽輝,2026-08-17T11:15:24.003Z,
"飲食店:うどん　根の津:35.719154,139.766968",飲食店,うどん　根の津,飲食店営業（そば）,35.719154,139.766968,point,谷中一丁目４番２号,台東区,谷中,,,,,,前田陽輝,2026-08-17T11:15:26.560Z,
"飲食店:手打ち蕎麦　やなか:35.719479,139.767746",飲食店,手打ち蕎麦　やなか,飲食店営業（そば）,35.719479,139.767746,point,谷中一丁目１番１８号,台東区,谷中,,,,,,前田陽輝,2026-08-17T11:15:27.949Z,
"飲食店:滝乃家:35.707825,139.786758",飲食店,滝乃家,飲食店営業（そば）,35.707825,139.786758,point,元浅草三丁目１５番５号,台東区,元浅草,,,,,,前田陽輝,2026-08-17T11:15:28.801Z,
"飲食店:ＳＯＢＡＵＣＨＩ　ＳＨＯＰ　楽常:35.715157,139.788834",飲食店,ＳＯＢＡＵＣＨＩ　ＳＨＯＰ　楽常,飲食店営業（そば）,35.715157,139.788834,point,松が谷三丁目１番１２号,台東区,松が谷,,,,,,前田陽輝,2026-08-17T11:15:30.681Z,
"飲食店:砂場:35.710835,139.784515",飲食店,砂場,飲食店営業（そば）,35.710835,139.784515,point,元浅草二丁目１０番１３号,台東区,元浅草,,,,,,前田陽輝,2026-08-17T11:15:32.649Z,
"飲食店:砂場:35.706844,139.784775",飲食店,砂場,飲食店営業（そば）,35.706844,139.784775,point,元浅草一丁目１番１号,台東区,元浅草,,,,,,前田陽輝,2026-08-17T11:15:33.922Z,
"飲食店:小倉庵:35.710072,139.78067",飲食店,小倉庵,飲食店営業（そば）,35.710072,139.78067,point,東上野三丁目６番６号,台東区,東上野,,,,,,前田陽輝,2026-08-17T11:15:35.763Z,
"飲食店:志づ屋蕎麦製粉:35.708786,139.781052",飲食店,志づ屋蕎麦製粉,飲食店営業（そば）,35.708786,139.781052,point,東上野二丁目４番３号,台東区,東上野,,,,,,前田陽輝,2026-08-17T11:15:36.442Z,
"飲食店:蕎麦と日本酒　いちえ:35.711174,139.78685",飲食店,蕎麦と日本酒　いちえ,飲食店営業（そば）,35.711174,139.78685,point,松が谷一丁目３番１５号,台東区,松が谷,,,,,,前田陽輝,2026-08-17T11:15:38.832Z,
"飲食店:秋月庵:35.71217,139.782883",飲食店,秋月庵,飲食店営業（そば）,35.71217,139.782883,point,東上野五丁目４番１９号,台東区,東上野,,,,,,前田陽輝,2026-08-17T11:15:39.547Z,
"飲食店:まつかげ庵:35.724583,139.779007",飲食店,まつかげ庵,飲食店営業（そば）,35.724583,139.779007,point,根岸三丁目２５番６号,台東区,根岸,,,,,,前田陽輝,2026-08-17T11:15:43.527Z,
